ecmen_public_time,Normal_vwap,VALUE_hdd,10Y_NORMAL_hdd,Sum_Value_hdd,Delta_Full_hdd,Delta_Sub_hdd,VALUE_cdd,10Y_NORMAL_cdd,Sum_Value_cdd,Delta_Full_cdd,Delta_Sub_cdd,Month
2020-12-18 01:40:00,1.008,29.700,26.050,389.460,2.030,1.870,0.000,0.330,0.680,-0.080,-0.090,12
2020-12-21 01:40:00,1.012,22.300,26.550,400.050,2.470,5.120,0.090,0.300,0.800,0.000,-0.070,12
2020-12-22 01:40:00,1.002,23.730,26.780,412.500,5.060,2.760,0.060,0.300,0.850,0.130,0.030,12
2020-12-23 01:40:00,0.963,24.260,27.000,407.010,-4.240,-4.900,0.160,0.300,1.120,0.160,0.120,12
2020-12-24 01:40:00,0.989,27.300,27.100,406.210,-3.070,0.590,0.170,0.280,0.930,-0.090,-0.120,12
2020-12-28 01:40:00,1.021,26.530,27.830,356.930,-8.000,-3.820,0.130,0.240,2.220,0.280,-0.020,12
2020-12-29 01:40:00,1.040,29.760,27.960,355.960,-1.270,0.620,0.180,0.240,2.370,0.020,-0.090,12
2020-12-29 01:40:00,1.007,29.760,27.960,355.960,-1.270,0.620,0.180,0.240,2.370,0.020,-0.090,12
2020-12-30 01:40:00,0.986,26.620,28.160,357.910,1.490,-1.320,0.260,0.220,2.190,0.030,0.040,12
2020-12-31 01:40:00,1.012,28.390,28.280,377.880,10.470,7.480,0.370,0.200,1.830,-0.190,-0.150,12
2021-01-04 01:40:00,0.993,25.750,28.840,397.000,-3.370,-4.400,0.060,0.160,0.370,0.040,0.080,1
2021-01-05 01:40:00,1.009,26.680,29.040,406.920,4.530,4.160,0.030,0.160,0.250,-0.040,-0.040,1
2021-01-06 01:40:00,1.030,26.810,29.110,394.120,-10.940,-7.020,0.030,0.160,0.380,0.100,0.020,1
2021-01-07 01:40:00,0.991,27.760,29.190,392.050,-4.200,-3.520,0.080,0.160,0.420,-0.120,-0.160,1
2021-01-08 01:40:00,1.018,29.930,29.330,390.730,-0.910,0.620,0.030,0.140,0.410,0.000,-0.020,1
2021-01-11 01:40:00,1.059,29.910,29.640,380.580,1.600,-1.950,0.100,0.130,0.990,0.100,0.130,1
2021-01-12 01:40:00,0.955,27.950,29.650,390.830,1.720,-1.810,0.090,0.130,0.760,-0.080,-0.050,1
2021-01-13 01:40:00,0.974,25.050,29.740,392.490,0.840,2.450,0.040,0.130,0.650,-0.060,0.010,1
2021-01-14 01:40:00,0.972,23.130,29.830,402.720,-2.800,-1.520,0.000,0.130,0.840,0.240,0.120,1
2021-01-15 01:40:00,1.005,24.390,29.910,414.080,9.440,8.010,0.050,0.130,0.740,-0.220,-0.170,1
2021-01-18 01:40:00,1.011,27.080,30.020,415.560,-9.950,-5.850,0.010,0.130,1.180,0.150,0.010,1
2021-01-19 01:40:00,0.976,28.460,30.010,427.770,-2.670,0.540,0.050,0.130,1.410,0.170,0.060,1
2021-01-20 01:40:00,1.034,28.770,30.010,416.380,-10.620,-7.000,0.070,0.130,1.720,-0.040,0.040,1
2021-01-21 01:40:00,1.013,25.170,30.020,418.370,-11.330,-5.630,0.070,0.150,2.000,0.220,0.050,1
2021-01-22 01:40:00,1.003,29.860,29.990,406.390,-14.610,-7.110,0.100,0.150,2.090,-0.030,0.060,1
2021-01-25 01:40:00,1.037,28.910,29.990,421.920,-2.300,-3.770,0.410,0.160,2.080,-0.260,-0.210,1
2021-01-26 01:40:00,1.003,29.630,29.940,436.930,-0.280,-3.120,0.390,0.200,1.610,0.210,0.250,1
2021-01-27 01:40:00,1.002,32.350,29.920,445.540,4.370,6.470,0.330,0.210,1.220,-0.180,-0.150,1
2021-01-27 01:40:00,0.996,32.350,29.920,445.540,4.370,6.470,0.330,0.210,1.220,-0.180,-0.150,1
2021-01-28 01:40:00,1.014,35.470,29.870,429.560,-10.860,-6.080,0.030,0.220,1.470,0.400,0.400,1
2021-01-29 01:40:00,0.962,34.390,29.740,426.290,-2.790,-3.340,0.000,0.220,1.700,-0.030,-0.060,1
2021-02-01 01:40:00,1.020,29.860,29.570,464.120,7.380,4.600,0.000,0.260,0.770,-0.100,-0.130,2
2021-02-02 01:40:00,0.957,29.450,29.480,494.530,26.250,17.660,0.000,0.260,1.040,0.040,-0.250,2
2021-02-03 01:40:00,0.979,29.270,29.320,489.170,8.610,5.370,0.010,0.270,1.290,-0.050,-0.040,2
2021-02-04 01:40:00,1.057,28.510,29.190,481.690,-3.120,1.780,0.150,0.290,2.070,0.040,-0.040,2
2021-02-05 01:40:00,0.948,30.240,29.080,524.660,9.690,1.920,0.070,0.290,1.950,0.180,0.100,2
2021-02-08 01:40:00,0.979,37.020,28.700,494.990,0.300,-10.720,0.190,0.330,2.970,-0.140,-0.020,2
2021-02-09 01:40:00,1.009,34.490,28.580,491.170,-12.660,-11.870,0.420,0.330,3.350,0.430,0.120,2
2021-02-10 01:40:00,1.056,35.140,28.420,472.860,-9.290,-1.630,0.390,0.340,3.820,0.370,0.080,2
2021-02-11 01:40:00,0.943,36.270,28.320,481.140,-1.630,-2.360,0.330,0.350,3.340,-0.100,-0.150,2
2021-02-12 01:40:00,1.007,38.660,28.040,461.110,-3.740,-1.430,0.360,0.350,3.180,0.020,0.050,2
2021-02-15 01:40:00,1.001,40.470,27.520,417.970,-0.460,0.750,0.440,0.380,2.260,0.170,0.210,2
2021-02-16 01:40:00,1.005,38.720,27.320,413.570,8.800,4.490,0.160,0.390,1.930,-0.270,-0.280,2
2021-02-17 01:40:00,1.047,40.570,27.060,401.950,1.450,0.150,0.210,0.410,1.950,0.030,-0.080,2
2021-02-18 01:40:00,0.945,36.850,26.820,376.260,-6.300,-5.280,0.480,0.410,2.690,0.140,0.090,2
2021-02-19 01:40:00,0.998,36.240,26.650,379.320,7.430,0.380,0.180,0.410,2.750,-0.070,0.050,2
2021-02-22 01:40:00,1.001,24.780,25.930,317.110,-7.660,1.920,0.240,0.430,4.990,1.070,0.240,2
2021-02-23 01:40:00,0.994,21.260,25.540,318.290,-4.690,3.860,0.150,0.460,5.340,0.270,0.000,2
2021-02-24 01:40:00,1.004,21.400,25.270,314.850,3.350,2.620,0.260,0.460,4.870,-0.310,-0.130,2
2021-02-24 01:40:00,1.004,21.400,25.270,314.850,3.350,2.620,0.260,0.460,4.870,-0.310,-0.130,2
2021-02-25 01:40:00,0.977,25.320,24.950,316.980,7.550,4.740,0.240,0.460,4.830,0.320,-0.130,2
2021-02-26 01:40:00,1.014,25.120,24.690,301.670,-0.810,-1.770,0.430,0.460,4.990,0.020,0.050,2
2021-03-01 01:40:00,1.008,25.700,23.770,297.550,-2.970,-3.690,0.580,0.500,3.250,0.090,0.180,3
2021-03-02 01:40:00,1.018,27.510,23.510,300.740,8.470,5.290,0.370,0.530,2.740,-0.350,-0.180,3
2021-03-03 01:40:00,0.979,21.470,23.160,305.950,10.290,5.130,0.200,0.530,2.440,-0.100,-0.070,3
2021-03-04 01:40:00,0.982,24.060,22.910,304.600,9.290,7.560,0.060,0.560,2.640,0.070,-0.020,3
2021-03-05 01:40:00,0.983,24.940,22.560,289.880,0.290,4.140,0.130,0.570,3.530,-0.070,-0.260,3
2021-03-08 01:40:00,1.000,19.990,21.600,283.200,-0.930,0.050,0.080,0.580,4.030,0.260,-0.070,3
2021-03-09 01:40:00,1.000,15.560,21.280,274.770,-2.620,-4.030,0.100,0.590,5.380,0.130,-0.120,3
2021-03-10 01:40:00,1.024,14.880,21.030,270.270,-6.020,0.450,0.440,0.600,5.410,0.010,-0.050,3
2021-03-11 01:40:00,0.994,14.670,20.710,275.620,2.120,8.250,0.690,0.600,5.760,0.550,-0.070,3
2021-03-12 01:40:00,0.969,17.690,20.470,272.290,-5.180,-5.290,0.780,0.610,5.540,0.280,0.240,3
